Store_ID,Name,State,City,County_Name,Zip,Address,Interstate_or_Highway,Latitude,Longitude,Parking_Spaces,Diesel_Lanes,Bulk_DEF_Lanes,Unleaded,Midgrade,Premium,Diesel,Biodiesel,Bulk_Propane,CNG,EV_Level2,EV_Level3,EV_Tesla_Level2,EV_Tesla_Level3,Showers,Laundry,Overnight_Parking,Private_Showers,Tire_Care,Dog_Park,RF_Service,Restaurant,ATM,Propane_Tank_Exchange,RV_Dump,Light_Mechanical,All_Major_Credit_Cards,Apple_Pay,Samsung_Pay,Cash_Accepted,EBT_SNAP,Comdata,Fleet_One,ComCheck,Love_Express,Voyager,T-Chek,Debit,Android_Pay,My_Love_Rewards,Loves_Gift Card,NRI_ID,NRI_Value_Composite,NRI_Score_Composite,NRI_Rating_Composite,NRI_State_Percentile_Composite,Population_2020,Building_Value,Agriculture_Value,Area_sq_mi,State_FIPS_Code,County_FIPS_Code,State_County_FIPS_Code,TARGET_FID,OBJECTID,JOIN_FID,Shape_Length,Shape_Area
1336,Pilot Dealer,LA,Kentwood,Tangipahoa,70444,802 Avenue G,I-55  Exit 61  Hwy 38,30.93602,-90.52257,94,7,7,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C22105,127528434,96.150175,Relatively High,85.9375,132858,20728581865,48617413,852.467804,22,105,22105,761,,,,
1328,Flying J,CA,Rialto,San Bernardino,92377,2325 Sierra Lakes Parkway Suite 102,Hwy 210  Exit 68,34.13775,-117.42134,91,8,8,,,,,,,,,,,,7,,,,,,Yes,"Arby's, Cinnabon",,,,,,,,,,,,,,,,,,,,C06071,1523897374,99.90455,Very High,96.551724,2179979,3.77607E+11,428886621,20308.2954,6,71,6071,758,,,,
1326,Pilot Travel Center,CA,Colton,San Bernardino,92324,2300 E Steel Rd Unit E,I-10 Exit 73A for East  or 72 for West,34.062365,-117.288755,66,6,6,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C06071,1523897374,99.90455,Very High,96.551724,2179979,3.77607E+11,428886621,20308.2954,6,71,6071,757,,,,
1304,Pilot Dealer,TX,Fort Worth,Tarrant,76106,1000 NE Loop 820,I-820,32.841938,-97.341729,22,4,3,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C48439,325819213.6,98.822781,Relatively High,97.637795,2106939,3.17287E+11,33713588,912.935751,48,439,48439,750,,,,
1302,EZ Trip,CA,Bakersfield,Kern,93314,29541 Stockdale Hwy,I-5 Exit 253,35.353857,-119.331024,<Null>,7,7,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C06029,348935217.6,99.013681,Relatively High,79.310345,908530,1.46739E+11,4676111605,8247.345138,6,29,6029,748,,,,
1293,Pilot Dealer,TX,Garland,Dallas,75043,801 E Interstate 30,I-30,32.854914,-96.560838,<Null>,4,4,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C48113,378068717.6,99.140948,Relatively High,98.818898,2607218,3.88459E+11,34164344,917.708826,48,113,48113,742,,,,
1277,EZ Trip,CA,Avenal,Fresno,93234,44779 S. Lassen Avenue,i-5 exit 319,36.074641,-120.103209,76,8,8,,,,,,,,,,,,6,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C06019,231090303.3,98.090996,Relatively High,72.413793,1007944,1.60307E+11,6586833560,6071.812184,6,19,6019,729,,,,
1272,Pilot Dealer,CA,Yermo,San Bernardino,92398,35858 Ghost Town Road,I-15  Exit 191,34.904052,-116.887216,40,4,4,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C06071,1523897374,99.90455,Very High,96.551724,2179979,3.77607E+11,428886621,20308.2954,6,71,6071,727,,,,
1271,Pilot Dealer,CA,Thermal,Imperial,92274,2084 S Marina Dr,HWY 86,33.278584,-115.966304,20,9,9,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C06025,230450355,98.059179,Relatively High,70.689655,179319,33548773598,2133059124,4525.876689,6,25,6025,726,,,,
1267,Pilot Travel Center,CA,Palmdale,Los Angeles,93552,5231 Pearblossom Hwy,HWY 138,34.54411,-118.03589,55,7,7,,,,,,,,,,,,5,,,,,,Yes,"Subway, Cinnabon",,,,,,,,,,,,,,,,,,,,C06037,5326192908,100,Very High,100,10005712,1.51772E+12,177338385,4797.38355,6,37,6037,723,,,,
1260,Pilot Dealer,CA,Bakersfield,Kern,93311,20404 Taft Hwy,I - 5 exit 244,35.267302,-119.229916,40,8,8,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C06029,348935217.6,99.013681,Relatively High,79.310345,908530,1.46739E+11,4676111605,8247.345138,6,29,6029,720,,,,
1248,Pilot Dealer,TX,Wilmer,Dallas,75172,103 S I-45,I-45 Exit 270,32.591558,-96.680579,21,6,6,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C48113,378068717.6,99.140948,Relatively High,98.818898,2607218,3.88459E+11,34164344,917.708826,48,113,48113,717,,,,
1244,Pilot Dealer,AZ,Gila Bend,Maricopa,85337,942 E Pima St,HWY 85,32.949933,-112.705484,200,7,6,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C04013,181115759.3,97.327394,Relatively High,100,4418836,7.61413E+11,1386839832,9319.141753,4,13,4013,714,,,,
1243,Pilot Travel Center,AZ,Gila Bend,Maricopa,85337,3006 S Butterfield Trail,I-8,32.930277,-112.673386,70,8,8,,,,,,,,,,,,7,,,,,,Yes,Subway,,,,,,,,,,,,,,,,,,,,C04013,181115759.3,97.327394,Relatively High,100,4418836,7.61413E+11,1386839832,9319.141753,4,13,4013,713,,,,
1194,Pilot Dealer,AZ,Phoenix,Maricopa,85040,3444 S. 40th St.,I-10 Exit 152,33.414685,-111.995614,<Null>,4,4,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C04013,181115759.3,97.327394,Relatively High,100,4418836,7.61413E+11,1386839832,9319.141753,4,13,4013,691,,,,
1192,Pilot Dealer,AZ,Wittmann,Maricopa,85361,31120 N. US Hwy 60,US-60 and 211th Ave,33.765445,-112.514111,<Null>,3,3,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C04013,181115759.3,97.327394,Relatively High,100,4418836,7.61413E+11,1386839832,9319.141753,4,13,4013,689,,,,
1180,Pilot Travel Center,AZ,Tonopah,Maricopa,85354,41112 West Indian School Road,I-10  Exit 94,33.494339,-112.937243,66,6,6,,,,,,,,,,,,3,,,,,,Yes,Subway,,,,,,,,,,,,,,,,,,,,C04013,181115759.3,97.327394,Relatively High,100,4418836,7.61413E+11,1386839832,9319.141753,4,13,4013,686,,,,
1177,Flying J,CA,Fontana,San Bernardino,92337,14320 Slover Ave.,I-10 Exit 61,34.064474,-117.492892,68,10,10,,,,,,,,,,,,7,,,,,,No,Wendy's,,,,,,,,,,,,,,,,,,,,C06071,1523897374,99.90455,Very High,96.551724,2179979,3.77607E+11,428886621,20308.2954,6,71,6071,683,,,,
1173,Pilot Express,WA,Tacoma,Pierce,98421,1440 Puyallup Ave,I-5 Exit 134,47.241807,-122.412691,<Null>,7,<Null>,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C53053,310855534.2,98.727331,Relatively High,97.435897,920483,1.60705E+11,74410285,1823.687184,53,53,53053,680,,,,
1171,Pilot Dealer,NV,Mesquite,Clark,89027,1057 S. Lower Flat Top Drive ,I-15  Exit 118,36.784168,-114.140024,69,8,10,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C32003,439629071.2,99.300032,Relatively High,100,2260510,3.9536E+11,14510536,8142.300135,32,3,32003,679,,,,
1169,Flying J,WA,Tumwater,Thurston,98512,2725 93rd Ave SW,I-5  Exit 99,46.951417,-122.940833,74,8,8,,,,,,,,,,,,7,,,,,,Yes,Taco Bell,,,,,,,,,,,,,,,,,,,,C53067,128926569.1,96.213808,Relatively High,92.307692,294398,57442987747,201964968,781.904995,53,67,53067,678,,,,
1149,Mr. Fuel,FL,Jacksonville,Duval,32226,3515 Zoo Parkway,I-295  Exit 41,30.414117,-81.572949,27,5,5,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C12031,218096248.1,97.836462,Relatively High,77.61194,994675,1.58486E+11,10351057,927.735593,12,31,12031,674,,,,
1132,Pilot Travel Center,CA,Brawley,Imperial,92227,234 Ben Hulse Hwy,CA Hwy. 111 & CA Hwy. 78,32.977583,-115.503749,29,6,6,,,,,,,,,,,,2,,,,,,Yes,Wendy's,,,,,,,,,,,,,,,,,,,,C06025,230450355,98.059179,Relatively High,70.689655,179319,33548773598,2133059124,4525.876689,6,25,6025,666,,,,
1128,Pilot Travel Center,FL,Bartow,Polk,33830,7990 State Route 60,FL-60 and Alturas Rd,27.917896,-81.718999,38,6,6,,,,,,,,,,,,2,,,,,,Yes,Arby's,,,,,,,,,,,,,,,,,,,,C12105,230155586.8,98.027362,Relatively High,80.597015,721918,1.00745E+11,341471673,2030.70802,12,105,12105,665,,,,
1108,Mr. Fuel,TX,Grand Prairie,Dallas,76155,3206 W. Trinity Blvd.,W Trinity and Roy Orr Blvd,32.801066,-97.028162,8,4,4,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C48113,378068717.6,99.140948,Relatively High,98.818898,2607218,3.88459E+11,34164344,917.708826,48,113,48113,659,,,,
1103,Pilot Travel Center,WA,Arlington,Snohomish,98223,2430 State Route 530 NE,I-5 & Hwy. 530  Exit 208,48.187721,-122.1971,78,7,7,,,,,,,,,,,,5,,,,,,No,Arby's,,,,,,,,,,,,,,,,,,,,C53061,220110752.8,97.900095,Relatively High,94.871795,827611,1.46472E+11,180734966,2217.918645,53,61,53061,656,,,,
1096,Flying J,FL,Cocoa,Brevard,32926,1101 Friday Road,I-95 & Hwy. 524,28.37602,-80.80214,89,8,8,,,,,,,,,,,,7,,,,,,Yes,"Wendy's, Cinnabon",,,,,,,,,,,,,,,,,,,,C12009,449368630.2,99.363665,Relatively High,92.537313,606067,1.05595E+11,67636257,1572.754393,12,9,12009,654,,,,
1094,Flying J,CA,Tehachapi,Kern,93561,1668 E. Tehachapi Blvd,Hwy 58  Exit 151,35.127562,-118.41484,99,9,9,,,,,,,,,,,,9,,,,,,Yes,Wendy's,,,,,,,,,,,,,,,,,,,,C06029,348935217.6,99.013681,Relatively High,79.310345,908530,1.46739E+11,4676111605,8247.345138,6,29,6029,653,,,,
1082,Pilot Travel Center,SC,N. Charleston,Charleston,29406,5714 North Rhett Avenue,I-526  Exit 19,32.903967,-79.98522,50,8,8,,,,,,,,,,,,4,,,,,,Yes,"Arby's, Auntie Anne's",,,,,,,,,,,,,,,,,,,,C45019,491072483.6,99.459115,Relatively High,100,407722,85995597414,25671902,1371.697942,45,19,45019,649,,,,
1080,Flying J,CA,Patterson,Stanislaus,95363,2275 Sperry Avenue,I-5  Exit 434,37.465164,-121.165039,124,9,9,,,,,,,,,,,,9,,,,,,Yes,"Wendy's, Auntie Anne's, Cinnabon, Roadside Assistance",,,,,,,,,,,,,,,,,,,,C06099,118405366.7,95.800191,Relatively High,53.448276,552683,1.00451E+11,2897698594,1529.197436,6,99,6099,648,,,,
1071,Flying J,CA,Tulare,Tulare,93274,979 East Paige Ave,Hwy 99  Exit 85,36.180434,-119.333018,138,9,9,,,,,,,,,,,,9,,,,,,Yes,Wendy's,,,,,,,,,,,,,,,,,,,,C06107,117045494.3,95.768374,Relatively High,51.724138,472585,74473680893,5132532815,4887.12967,6,107,6107,647,,,,
1068,Flying J,SC,Summerville,Berkeley,29483,799 Jedburg Road,I-26  Exit 194,33.082892,-80.206313,75,7,7,,,,,,,,,,,,5,,,,,,Yes,Wendy's,,,,,,,,,,,,,,,,,,,,C45015,229874485.6,97.995546,Relatively High,93.478261,229449,36746169631,5785270,1246.337743,45,15,45015,645,,,,
1057,Flying J,TX,Pasadena,Harris,77506,1305 Pasadena Freeway,TX 225,29.714342,-95.196028,80,8,8,,,,,,,,,,,,7,,,,,,Yes,Auntie Anne's,,,,,,,,,,,,,,,,,,,,C48201,2940135130,99.968183,Very High,100,4726200,7.47257E+11,58019785,1795.344568,48,201,48201,640,,,,
1051,Pilot Travel Center,LA,Iowa,Calcasieu,70647,1119 Lowe-Grout Road,I-10  Exit 43,30.2537,-93.014736,88,8,8,,,,,,,,,,,,7,,,,,,Yes,Cinnabon,,,,,,,,,,,,,,,,,,,,C22019,159546984.3,96.913777,Relatively High,92.1875,216652,42279240426,29560204,1105.210274,22,19,22019,637,,,,
1047,Pilot Travel Center,FL,Jacksonville,Duval,32219,4075 Jones Branch Road,I-295  Exit 25,30.371514,-81.764116,88,8,8,,,,,,,,,,,,7,,,,,,Yes,"Arby's, Cinnabon, Auntie Anne's",,,,,,,,,,,,,,,,,,,,C12031,218096248.1,97.836462,Relatively High,77.61194,994675,1.58486E+11,10351057,927.735593,12,31,12031,635,,,,
1046,Pilot Travel Center,FL,South Bay,Palm Beach,33493,210 US Highway 27 North,US Highway 27,26.666228,-80.716317,24,6,6,,,,,,,,,,,,4,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C12099,1064699260,99.713649,Very High,97.014925,1489461,2.38568E+11,1034305981,2407.259806,12,99,12099,634,,,,
1042,Pilot Travel Center,IL,Bridgeview,Cook,60455,7501 South Harlem Ave,I-294  95th Street Exit,41.75412,-87.799057,48,7,7,,,,,,,,,,,,3,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C17031,715494813.7,99.618199,Very High,100,5272775,8.93117E+11,22584899,1651.135984,17,31,17031,631,,,,
1030,Pilot Travel Center,IL,Alsip,Cook,60803,12680 S. Kedzie,I-57 Exit 353  I-294 Exit 12A,41.663639,-87.701114,86,7,7,,,,,,,,,,,,4,,,,,,Yes,Cinnabon,,,,,,,,,,,,,,,,,,,,C17031,715494813.7,99.618199,Very High,100,5272775,8.93117E+11,22584899,1651.135984,17,31,17031,627,,,,
1025,Flying J,TX,Channelview,Harris,77530,102 South Sheldon Road,I-10  Exit 783,29.7716,-95.124779,88,8,8,,,,,,,,,,,,7,,,,,,Yes,Cinnabon,,,,,,,,,,,,,,,,,,,,C48201,2940135130,99.968183,Very High,100,4726200,7.47257E+11,58019785,1795.344568,48,201,48201,624,,,,
1017,Flying J,CA,Lathrop,San Joaquin,95330,345 Roth Road,I-5  Exit 465,37.855676,-121.275608,117,9,9,,,,,,,,,,,,9,,,,,,Yes,Cinnabon,,,,,,,,,,,,,,,,,,,,C06077,216316017.7,97.772829,Relatively High,68.965517,778512,1.39591E+11,2495791679,1441.147561,6,77,6077,618,,,,
1009,Flying J,CA,Mira Loma,Riverside,91752,11053 Riverside Drive,Hwy 60 Exit 42,34.014716,-117.527146,124,12,12,,,,,,,,,,,,11,,,,,,No,Wendy's,,,,,,,,,,,,,,,,,,,,C06065,1590497610,99.936367,Very High,98.275862,2416838,4.18736E+11,1068987536,7376.8054,6,65,6065,613,,,,
897,Pilot Dealer,FL,Miami Gardens,Miami-Dade,33054,16650 NW 27th Avenue,SR 826  Exit SR 817,25.925213,-80.245671,20,5,<Null>,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C12086,1301109037,99.8091,Very High,100,2698679,3.19574E+11,960869503,2413.442013,12,86,12086,575,,,,
895,Flying J,MI,Woodhaven,Wayne,48183,21055 West Road,I-75  Exit 32A,42.136773,-83.240122,254,7,7,,,,,,,,,,,,11,,,,,,Yes,"Pilot Truck Care Center, Service Center",,,,,,,,,,,,,,,,,,,,C26163,151989358.3,96.691059,Relatively High,100,1792549,3.17491E+11,26530603,679.536606,26,163,26163,573,,,,
879,Pilot Dealer,CA,Sacramento,Sacramento,95833,2828 El Centro Road,I-80  Exit 85,38.617049,-121.53838,275,7,7,,,,,,,,,,,,<Null>,,,,,,No,Silver Skillet Restaurant,,,,,,,,,,,,,,,,,,,,C06067,209037794.7,97.645562,Relatively High,65.517241,1584652,2.63727E+11,493708885,1004.400714,6,67,6067,560,,,,
874,Pilot Dealer,FL,Miami,Miami-Dade,33194,17696 SW 8th Street,US 41 & SR 997,25.760165,-80.480704,26,6,<Null>,,,,,,,,,,,,<Null>,,,,,,Yes,Subway,,,,,,,,,,,,,,,,,,,,C12086,1301109037,99.8091,Very High,100,2698679,3.19574E+11,960869503,2413.442013,12,86,12086,557,,,,
873,Pilot Dealer,FL,Medley,Miami-Dade,33178,12200 NW South River Drive,Hwy 27 N,25.884676,-80.365669,65,6,5,,,,,,,,,,,,<Null>,,,,,,No,"Cuban Cuisine Restaurant, Sunshine Cafe",,,,,,,,,,,,,,,,,,,,C12086,1301109037,99.8091,Very High,100,2698679,3.19574E+11,960869503,2413.442013,12,86,12086,556,,,,
775,Pilot Travel Center,UT,St. George,Washington,84790,2841 South 60 East,I-15 Exit 4,37.060669,-113.582159,60,7,7,,,,,,,,,,,,3,,,,,,Yes,Hot Food and Pizza,,,,,,,,,,,,,,,,,,,,C49053,113799446.8,95.704741,Relatively High,93.103448,180117,30275265959,18878514,2454.979298,49,53,49053,502,,,,
768,Flying J,MO,Kansas City,Jackson,64120,1300 N. Corrington Avenue,I-435 Front Street,39.130651,-94.497324,121,7,7,,,,,,,,,,,,8,,,,,,Yes,"Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar",,,,,,,,,,,,,,,,,,,,C29095,110865145.3,95.60929,Relatively High,99.130435,716764,1.35908E+11,43104675,622.564711,29,95,29095,497,,,,
765,Flying J,CA,Thousand Palms,Riverside,92276,72235 Varner Rd,I-10  Exit 130  Bob Hope Dr,33.81822,-116.403606,44,10,10,,,,,,,,,,,,8,,,,,,Yes,Deli,,,,,,,,,,,,,,,,,,,,C06065,1590497610,99.936367,Very High,98.275862,2416838,4.18736E+11,1068987536,7376.8054,6,65,6065,496,,,,
747,Flying J,UT,Springville,Utah,84663,1460 N 1750 W,I-15  Exit 261,40.187632,-111.641572,80,8,8,,,,,,,,,,,,8,,,,,,Yes,"Denny's, Breakfast/Soup Bar",,,,,,,,,,,,,,,,,,,,C49049,152410711.2,96.818326,Relatively High,96.551724,659138,91160148867,232344858,2165.869591,49,49,49049,481,,,,
746,Flying J,UT,Salt Lake City,Salt Lake,84119,2025 S 900 W,I-15 & I-80 SR201  Exit 17,40.7267,-111.9155,118,8,8,,,,,,,,,,,,9,,,,,,Yes,"Breakfast/Soup Bar, Cinnabon, Denny's, Hot Food and Pizza, Roadside Assistance",,,,,,,,,,,,,,,,,,,,C49035,348054915.7,98.950048,Relatively High,100,1185141,1.72211E+11,22826241,813.871089,49,35,49035,480,,,,
737,Flying J,TX,San Antonio,Bexar,78244,1815 N Foster Road,I-10 Exit 583,29.44665,-98.36202,89,12,12,,,,,,,,,,,,12,,,,,,Yes,"Pilot Truck Care Center, Breakfast/Soup Bar, Service Center",,,,,,,,,,,,,,,,,,,,C48029,250804252.4,98.281896,Relatively High,96.456693,2007298,2.74659E+11,77862185,1268.75401,48,29,48029,472,,,,
735,Flying J,TX,Orange,Orange,77630,7112 I-10 West,I-10 Exit 873,30.117011,-93.819991,160,12,12,,,,,,,,,,,,14,,,,,,Yes,"Breakfast/Soup Bar, Denny's, Roadside Assistance",,,,,,,,,,,,,,,,,,,,C48361,144023864.5,96.563793,Relatively High,94.094488,84645,14771272136,5703462,383.361226,48,361,48361,470,,,,
734,Flying J,TX,New Caney,Montgomery,77357,23412 Hwy 242,I-69/US 59 & Exit 242,30.193038,-95.193116,160,8,8,,,,,,,,,,,,9,,,,,,Yes,"Breakfast/Soup Bar, Denny's, Hot Food and Pizza",,,,,,,,,,,,,,,,,,,,C48339,152092453.2,96.722876,Relatively High,94.488189,620016,95830790708,29547387,1087.755618,48,339,48339,469,,,,
733,Flying J,TX,Lubbock,Lubbock,79401,602 4th Street,I-27 & 4th Street Exit,33.593087,-101.841623,72,5,5,,,,,,,,,,,,4,,,,,,Yes,Subway,,,,,,,,,,,,,,,,,,,,C48303,114866115,95.736557,Relatively High,93.700787,309719,50066608710,251797379,909.795333,48,303,48303,468,,,,
729,Flying J,TX,Houston,Harris,77090,15919 North Freeway,I-45 Exit 64 & Richey Rd,29.998865,-95.427799,272,10,10,,,,,,,,,,,,15,,,,,,Yes,"Cinnabon, Denny's, Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar, Pilot Truck Care Center",,,,,,,,,,,,,,,,,,,,C48201,2940135130,99.968183,Very High,100,4726200,7.47257E+11,58019785,1795.344568,48,201,48201,464,,,,
727,Flying J,TX,Edinburg,Hidalgo,78539,1305 East Monte Cristo Road,Hwy 281 & FM 1925,26.336076,-98.142991,200,8,7,,,,,,,,,,,,9,,,,,,Yes,"Denny's, Roadside Assistance, Breakfast/Soup Bar",,,,,,,,,,,,,,,,,,,,C48215,315076807.3,98.759147,Relatively High,97.244094,869532,1.01542E+11,356736215,1598.804394,48,215,48215,462,,,,
726,Flying J,TX,Dallas,Dallas,75241,7425 Bonnie View Road,I-20 Exit 472,32.657082,-96.751453,156,12,12,,,,,,,,,,,,12,,,,,,Yes,"Breakfast/Soup Bar, Denny's, Urgent Care Travel, Boss Shop",,,,,,,,,,,,,,,,,,,,C48113,378068717.6,99.140948,Relatively High,98.818898,2607218,3.88459E+11,34164344,917.708826,48,113,48113,461,,,,
725,Flying J,TX,Baytown,Harris,77521,1876 East Freeway,I-10 & Exit 789 Thompson Road,29.794931,-95.032926,210,12,12,,,,,,,,,,,,15,,,,,,Yes,"Breakfast/Soup Bar, Denny's, Hot Food and Pizza",,,,,,,,,,,,,,,,,,,,C48201,2940135130,99.968183,Very High,100,4726200,7.47257E+11,58019785,1795.344568,48,201,48201,460,,,,
706,Flying J,OK,Tulsa,Tulsa,74116,121 North 129 E Ave,I-44 Exit 236,36.162635,-95.832356,136,8,8,,,,,,,,,,,,9,,,,,,Yes,"Hot Food and Pizza, Roadside Assistance, Pilot Truck Care Center, Breakfast/Soup Bar, Denny's",,,,,,,,,,,,,,,,,,,,C40143,145166918.7,96.627426,Relatively High,98.701299,668481,1.15788E+11,23914642,592.738635,40,143,40143,441,,,,
704,Flying J,OK,Edmond,Oklahoma,73013,4801 NE 122nd St.,I-35 & N.E. 122nd Street,35.596136,-97.43662,73,8,8,,,,,,,,,,,,8,,,,,,Yes,"Roadside Assistance, Hot Food and Pizza",,,,,,,,,,,,,,,,,,,,C40109,175227007,97.263761,Relatively High,100,795336,1.28974E+11,24599262,725.694922,40,109,40109,439,,,,
676,Flying J,MS,Gulfport,Harrison,39503,9351 Canal Road,I-10 Exit 31,30.420777,-89.137685,171,12,12,,,,,,,,,,,,15,,,,,,Yes,"Denny's, Breakfast/Soup Bar",,,,,,,,,,,,,,,,,,,,C28047,168790837.4,97.200127,Relatively High,100,208275,37329343811,3886799,994.629498,28,47,28047,414,,,,
625,Flying J,FL,Seffner,Hillsborough,33584,11555 East Sligh Ave.,I-4 & SR 579 Exit 10,28.010533,-82.3036,40,6,6,,,,,,,,,,,,4,,,,,,No,"Breakfast/Soup Bar, Cinnabon, Hot Food and Pizza",,,,,,,,,,,,,,,,,,,,C12057,656902724.1,99.554566,Very High,95.522388,1458282,2.03813E+11,513396369,1345.386221,12,57,12057,369,,,,
624,Flying J,FL,Dade City,Pasco,33576,29933 State Road 52,I-75 Exit 285 & SR52,28.326345,-82.321754,180,12,12,,,,,,,,,,,,15,,,,,,Yes,"Breakfast/Soup Bar, Cinnabon, Denny's, Pilot Truck Care Center, Roadside Assistance",,,,,,,,,,,,,,,,,,,,C12101,354534129,99.045498,Relatively High,89.552239,561566,89801808621,74531863,1025.002203,12,101,12101,368,,,,
622,Flying J,FL,Fort Pierce,St. Lucie,34945,100 North Kings Hwy,I-95 Hwy 68 Exit 131,27.449632,-80.398071,166,12,12,,,,,,,,,,,,15,,,,,,Yes,"Subway, Denny's, Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar",,,,,,,,,,,,,,,,,,,,C12111,251282118.8,98.313713,Relatively High,82.089552,328876,44310512534,160158188,694.785101,12,111,12111,366,,,,
618,Flying J,CA,Ripon,San Joaquin,95366,1501 North Jack Tone Road,Hwy 99  Exit 237  Jack Tone Rd,37.756119,-121.144322,194,12,12,,,,,,,,,,,,15,,,,,,Yes,"Breakfast/Soup Bar, Denny's, Roadside Assistance, Pilot Truck Care Center",,,,,,,,,,,,,,,,,,,,C06077,216316017.7,97.772829,Relatively High,68.965517,778512,1.39591E+11,2495791679,1441.147561,6,77,6077,362,,,,
617,Flying J,CA,Lodi,San Joaquin,95242,15100 North Thornton Rd,I-5  Exit 485 & Hwy 12,38.117877,-121.394173,203,12,12,,,,,,,,,,,,15,,,,,,Yes,"Subway, Cinnabon, Denny's, Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar",,,,,,,,,,,,,,,,,,,,C06077,216316017.7,97.772829,Relatively High,68.965517,778512,1.39591E+11,2495791679,1441.147561,6,77,6077,361,,,,
616,Flying J,CA,Lebec,Los Angeles,93243,42810 Frazier Mountain Park Rd,I-5 Frazier Park Exit 205,34.816763,-118.887325,280,12,11,,,,,,,,,,,,12,,,,,,Yes,"Wendy's, Breakfast/Soup Bar",,,,,,,,,,,,,,,,,,,,C06037,5326192908,100,Very High,100,10005712,1.51772E+12,177338385,4797.38355,6,37,6037,360,,,,
614,Flying J,CA,Barstow,San Bernardino,92311,2611 Fisher Blvd.,I-15/I-40  Exit 178 & Lenwood Road  US 58,34.854121,-117.080693,162,10,10,,,,,,,,,,,,15,,,,,,Yes,"Breakfast/Soup Bar, Denny's, Hot Food and Pizza, Roadside Assistance, Cinnabon",,,,,,,,,,,,,,,,,,,,C06071,1523897374,99.90455,Very High,96.551724,2179979,3.77607E+11,428886621,20308.2954,6,71,6071,359,,,,
613,Flying J,CA,Bakersfield,Kern,93308,17047 Zachary Ave,Hwy 99  Exit 39 (Merced Ave.),35.531807,-119.187644,218,10,10,,,,,,,,,,,,14,,,,,,Yes,"Breakfast/Soup Bar, Roadside Assistance, Taco Bell, Cinnabon, Pilot Truck Care Center",,,,,,,,,,,,,,,,,,,,C06029,348935217.6,99.013681,Relatively High,79.310345,908530,1.46739E+11,4676111605,8247.345138,6,29,6029,358,,,,
611,Flying J,AZ,Phoenix,Maricopa,85043,6700 West Latham Street,I-10 Exit 137,33.460873,-112.2054,185,12,12,,,,,,,,,,,,15,,,,,,Yes,"Denny's, Breakfast/Soup Bar, Hot Food and Pizza",,,,,,,,,,,,,,,,,,,,C04013,181115759.3,97.327394,Relatively High,100,4418836,7.61413E+11,1386839832,9319.141753,4,13,4013,356,,,,
602,Flying J,AL,Birmingham,Jefferson,35207,224 Daniel Payne Drive,I-65 & SR 94  Exit 264,33.562347,-86.83154,170,12,12,,,,,,,,,,,,15,,,,,,Yes,"Breakfast/Soup Bar, Cinnabon, Hot Food and Pizza, Roadside Assistance",,,,,,,,,,,,,,,,,,,,C01073,140565447.1,96.468342,Relatively High,97.014925,673766,1.2798E+11,5664806,1135.498241,1,73,1073,347,,,,
601,Flying J,AL,Mccalla,Jefferson,35111,6098 Macashan Dr,I-20/I-59 Exit 104,33.321634,-87.046503,163,12,12,,,,,,,,,,,,15,,,,,,Yes,"Breakfast/Soup Bar, Roadside Assistance",,,,,,,,,,,,,,,,,,,,C01073,140565447.1,96.468342,Relatively High,97.014925,673766,1.2798E+11,5664806,1135.498241,1,73,1073,346,,,,
